Strong's #	,Grk/Heb	English	SVD	Text
G0708 	Ἀρίσταρχος	Aristarchus	أَرِسْتَرْخُس	" ἀρίσταρχος , -ου, ὁ (ἄριστος, ἀρχός; أي أفضل حكم) أرسطرخس : المرجع: أع.19:٢٩ ٢٠:​٤ 27:2 , المرجع: كولوسي.4:10 , phm 24 (as)"
G0711 	Ἀριστόβουλος	Aristobulus	أَرِسْتُوبُولُوس	" ἀριστόβουлος , -ου, ὁ (ἄριστος, βουлή, أي أفضل الاستشارة) أرستوبولوس، مسيحي: المرجع: رومية ١٦:​١٠. † (مثل)"
G0717 	Ἀρμαγεδδών	Armageddon	هَرْمَجَدُّون	" ἁρμαγεδών (wh، ἃρ μαγεδών، rec. ἀρμαγεδδών، الدعامة. = мρ म الاحتياط)، راجع. lxx, μαγεδών, المرجع: 2ch.35:22 , μαγεδώ, المرجع: jdg.1:27; هرمجدون (av، هرمجدون): المرجع: رؤيا ١٦:١٦ (انظر سويتي، في l، ولكن أيضًا ثاير، انظر الكلمة).† ἅρ، indecl.، المرجع: رؤيا ١٦:١٦، انظر، ἁρμαγεδών μαγεδών، مجدون : المرجع: رؤيا ١٦:١٦ (wh، ἅρ m. لـ ἁρμαγεδών، التي ترى).† (as)"
G0734 	Ἀρτεμάς	Artemas	أَرْتِيمَاس	" ἀρτεμᾶς , -ᾶ, ὁ أرتيماس : المرجع: تيt.3:12. † (مثل)"
G0735 	Ἄρτεμις	Artemis	أَرْطَامِيس	" ἄρτεμις , -ιδος, ἡ أرتميس، إلهة آسيوية، تتباعد. من حارس مرمى. إلهة بنفس الاسم: المرجع: أعمال ١٩:​ ٢٤، 27-28 (ع)"
G0742 	Ἀρφαξάδ	Arphaxad	نِ أَرْفَكْشَاد	" ἀρφαξάδ , ὁ(عبرانيين: ἀρ갤, ἀρφαξάδ), أرفكشاد : المرجع: لوقا ٣:​ ٣٦. † (مثل)"
G0745 	Ἀρχέλαος	Archelaus	أَرْخِيلاَوُس	" ἀρχέαος , -ου, ὁ أرخيلاوس، ابن هيرودس الكبير، ملك يهوذا والسامرة وإدوميا: المرجع: متى ٢:​ ٢٢. † (مثل)"
G0751 	Ἄρχιππος	Archippus	أَرْخِبُّس	" ἄρχιππος , -ου, ὁ archippus : المرجع: كولوسي.4:17 , phm 2.† (as)"
G0760 	Ἀσά	Asaph	آسَا	" ἀσάφ، ὁ indecl. (عبرانيين ἀσά)، [ح609] آساف، وهو خطأ واضح لـ ἀσά، موجود في أفضل النصوص، واعتمده lttr. و wh, r, mg.: المرجع: mat.1:7-8. † (مثل)"
G0768 	Ἀσήρ	Asher	أَشِير	" ἀσήρ , ὁ indecl. (عبرانيين ảẫẫ)، أشير : المرجع: لوقا ٢:​ ٣٦، المرجع: رؤ ٧:​ ٦ .† (ع)"
G0773 	Ἀσία	Asia	أَسِيَّا	" ἀσία , -ας, ἡ آسيا، المقاطعة الرومانية : المرجع: أع.2:٩ ٦:​٩ 16:٦ ١٩:​١, ١٠ ١٩:​٢٢, 26 (m, pr., 73), المرجع: أع.19: 27 المرجع: أع.20:4, ١٦ ٢٠:​١٨ 21:٢٧ ٢٤:​١٨ 27:2 , المرجع: رومية ١٦:​٥ , المرجع: ١كو ١٦:​١٩ , المرجع: ٢كو.1:8 , المرجع: ٢تي .1:15 , المرجع: ١بط ١:​١ , المرجع: الرؤيا ١:​٤ .† (ع)"
G0774 	Ἀσιανός	Asian	أَهْلِ أَسِيَّا	" ἀσιαός , -ή, -όν آسيوي، من آسيا، آسيوي؛ كما هو فرعي، ὁ (οἱ) ἀ.: المرجع: أع.20:4. † (مثل)"
G0775 	Ἀσιάρχης	Asiarch	جُوهِ أَسِيَّا	" ἀσιάρχης , -ου, ὁ آسيارش، واحد من عشرة مسؤولين منتخبين من قبل مدن مختلفة في مقاطعة آسيا والذين كان من واجبهم الاحتفال على نفقتهم الخاصة بالألعاب العامة والمهرجانات : المرجع: أع.19:31 (strab., inscr.; db، انظر الكلمة).† (as)"
G0789 	Ἄσσος	Assos	أَسُّوس	" ἄσσος , -ου (أيضًا ἀσσός, -οῦ), ή assos، مدينة على الساحل الشرقي لآسيا الصغرى: المرجع: أع.20:13-14 (انظر: ἆσσον).† (ع)"
G0799 	Ἀσύγκριτος	Asyncritus	أَسِينْكِرِيتُس	" ἀσύνκριτος (rec. ἀσύγκρ.), -ου, ὁ asyncritus : المرجع: rom.16:14. † (مثل)"
G0825 	Ἀττάλεια	Attalia	أَتَّالِيَة	" ἀττανία (rec. -άлεια)، -υς، ἡ أتاليا، مدينة بامفيلية: المرجع: أع.14:25. † (مثل)"
G0828 	Αὔγουστος	Augustus	أُوغُسْطُس	" αὔγουστος , -ου, ὁ (لات.)، أغسطس، الإمبراطور الروماني : المرجع: luk.2:1 (راجع σεβαστός؛ وانظر مم، انظر الكلمة).† (ع)"
G0881 	Ἀχάζ	Ahaz	أَحَاز	" ἄχαζ (wh، ἄχας)، ὁ (عبرانيين: ἄχαζ)، آحاز : المرجع: mat.1:9. † (مثل)"
G0882 	Ἀχαΐα	Achaia	أَخَائِيَة	" ἀχαία (t, ἀχαΐα), -ας, ἡ (bl., § 46, 11) أخائية، المقاطعة الرومانية: المرجع: أع.18:12, ٢٧ ١٩:​٢١ المرجع: rom.15:26 , المرجع: ١كو. 16:15 , المرجع: ٢كو.1:١ ٩:​٢ 11:10 , المرجع: ١تس.1:7-8 .† (ع)"
G0883 	Ἀχαϊκός	Achaicus	أَخَائِيكُوس	" ἀχαϊκός , -οῦ, ὁ أخيكوس : المرجع: ١كو16:17. † (مثل)"
G0885 	Ἀχείμ	Achim	أَخِيم	" ἀχείμ , ὁ أخيم : المرجع: mat.1:14. † (مثل)"
G0896 	Βάαλ	Baal	بَعْل	"βάακ (rec. βαάρ)، ὁ، ἡ، indecl. (heb. בַּעַל, lord ), baal : ref: rom.11:4 (lxx). المرأة. فن. here agrees with the usage of lxx, where, following a similar hebrew prأعice (בֹּשֶׁת for בַּעַל), αἰσχύνη appears to have been subsتيtuted in reading for the written βάαλ (cf. ref: 3ki.18:19 ), and to account for the الاستخدام المتكرر للفم. فن. بيف. β. الاستخدام، مع ذلك، ليس عامًا، وفي المقطع المذكور في رو (المرجع: 3ki.19:18)، يقرأ lxx τῷ β. † (مثل)"
G0897 	Βαβυλών	Babylon	بَابِل	" βαβυλών , -ῶνος, ἡ (בָּבֶל, heb. form of assyr. bab-ili, gate of god ), babylon : ref: mat.1:11, 12 17 , ref: أع.7:43 "" (lxx) ; symbolically , من روما : المرجع: رؤ ١٤:​ ٨ 16: ١٩ ١٧:​ ٥ 18: 2، 10، 21، وربما أيضًا المرجع: 1 بط ٥:​ ١٣. † (ع)"
G0903 	Βαλαάμ	Balaam	بَلْعَام	" βαлαάμ , ὁ, indecl. (heb. בִּלְעָם), as in lxx (flj has ὁ βάλαμος); بلعام (عدد 22-24): مرجع: ٢بط ٢:​ ١٥، مرجع: يو 11، مرجع: رؤ2: 14 .† (ع)"
G0904 	Βαλάκ	Balak	الاَق	" βαлάκ , ὁ, indecl. (عبرانيين: balak) ؛ (المرجع: عدد ٢٢:​ ٢): المرجع: رؤ ٢:​ ١٤ .† (ع)"
G0912 	Βαραββᾶς	Barabbas	بَارَابَاس	" βαραββᾶᾶ ، -ᾶ ، ὁ (aram. .١٥:٧، ١١ ١٥، المرجع: لوقا ٢٣:١٨، المرجع: يوحنا ١٨:٤٠. (في المرجع: mat.27:16، بعض المخطوطات تقرأ ἰησοῦν β.؛ انظر wh، التطبيق، 19f.).† (as)"
G0913 	Βαράκ	Barak	بَارَاق	" βαράκ , ὁ, indecl. (heb. בָּרָק), barak ( ref: jdg.4:6 ): ref: heb.11:32 .† (as)"
G0914 	Βαραχίας	Barachiah	رَخِيَّا	"βαραχίας , -ου, ὁ (heb. בֶּרֶכְיָה), barachiah : ref: mat.23:35 , see: ζαχαρίας.† (as)"
G0918 	Βαρθολομαῖος	Bartholomew	بَرْثُولَمَاوُس	" βαρθολομαῖος ، -ο ، ὁ (aram. 14، المرجع: أعمال ١:​ ١٣ .† (ع)"
G0919 	Βαριησοῦς	Bar-Jesus	ارْيَشُوع	" βαρι-ton-to ،-ῦ ، ὁ (aram."
G0920 	Βαριωνᾶς	Bar-Jonah	نَ يُونَا	" βαριωνᾶς ، βαριωνᾶ ، -ᾶ ، ὁ (aram. † (مثل)"
G0923G	Βαρσαβᾶς	Barsabbas	ارْسَابَا	" βαρσαββᾶς (rec. -αβᾶς)، -ᾶ (آرام، ابن سابا)، برسابا : __1. لقب أحد يوسف : المرجع: أعمال ١:​٢٣. __2. لقب أحد يهوذا : المرجع: أعمال ١٥:​٢٢. † (مثل)"
G0923H	Βαρσαβᾶς	Barsabbas	ارْسَابَا	" βαρσαββᾶς (rec. -αβᾶς)، -ᾶ (آرام، ابن سابا)، برسابا : __1. لقب أحد يوسف : المرجع: أعمال ١:​٢٣. __2. لقب أحد يهوذا : المرجع: أعمال ١٥:​٢٢. † (مثل)"
G0924 	Βαρτιμαῖος	Bartimaeus	كَانَ بَارْتِيمَاوُس	"βαρτίμαιος ، -ου ، ὁ (-μαῖος ، t ؛ perh. aram. † (مثل)"
G0954 	Βεελζεβούλ	Beelzebul	بَعْلَزَبُول	"βεερισσότερα (wh, app., 159, rec., βεεκζεβούο), ὁ, indecl. (heb. . يأتي av وrv وbeelzebub عبر vg. من المرجع: 4ki.1:2 , balzebul, بعلزبول, بعلزبول, اسم الشيطان: المرجع: مت ١٠:​٢٥ 12:24, 27 المرجع: مرقس ٣:​ ٢٢، مرجع: لوقا ١١:​ ١٥، 18 19 .† (ع)"
G0955 	Βελίαλ	Belial	بَلِيعَال	" βεлίαл , ὁ, indecl. (heb. انظر الكلمة التالية.† βεлιάρ , ὁ, indecl. (شكل آخر من أشكال الكلمة السابقة ، ""بسبب النطق السريع القاسي"" ، وإلا عبرب. .† (مثل)"
G0958 	Βενιαμίν	Benjamin	بِنْيَامِين	" βενιαμίν , (rec. -μίν), ὁ, indecl. (heb."
G0959 	Βερνίκη	Bernice	بَرْنِيكِي	" βερνίκη (في مكان آخر βερενίκη)، الشكل المقدوني لـ φερενίκη، راجع. فيرونيكا، فيكتوريا )، -ης، ἡ، برنيس، برنيس، داو. هيرودس أغريباس الأول: المرجع: أعمال ٢٥:​ ١٣، ٢٣ ٢٦:​ ٣†(ع)"
G0960 	Βέροια	Berea	يرِيَّة	"βέροια , -ας, ἡ, berœa , مدينة مقدونيا: المرجع: أع.17:10, 13 .† (ع)"
G0961 	Βεροιαῖος	Berean	الْبِيرِيّ	" βεροιαῖος , -α, -ον, berœan : المرجع: أع.20:4. † (مثل)"
G0963 	Βηθανία	Bethany	يْتُ عَنْيَا	"βηθανία ، ας (أيضًا - -indecl بيره، بيت التمر، راجع بيت فاجي)، بيت عنيا؛ __1. قرية على بعد خمسة عشر غلوة من القدس العزيرية الحديثة : المرجع: مت ٢١:​١٧ 26:6 , المرجع: مرقس ٨:​٢٢ (wh, mg.) 11:1, 11, ١٢ ١٤:​٣ المرجع: لوقا. 19:٢٩ ٢٤:​٥٠، المرجع: يوحنا ١١:​ ١، ١٨ ١٢:​ ١. __2. مكان على الضفة الشرقية للأردن: المرجع: يوحنا ١: ٢٨ (ر، ملغ، βηθαβαρά، التي ترى). † (مثل)"
G0964 	Βηθζαθά	Bethesda	يْتُ حِسْدَا	" βηθεσδά، ἡ، indecl. (مشتق. غير مؤكد، انظر westc. في المرجع: يوحنا ٥: ٢، و db، ط، ٢٧٩)، بيثيسدا، بركة في أورشليم: المرجع: يوحنا ٥: ٢، التوصية. (βηθζαθά، wh، βηθσαϊδά، wh، mg.).† (as)"
G0965 	Βηθλεέμ	Bethlehem	بَيْتِ لَحْم	"βηθлέεμ، ἡ، indecl. (heb. בֵּית לֶחֶם, house of bread ), bethlehem , a town 6 m. جنوب أورشليم: المرجع: متى ٢:​ ١، 5 6، 8، 16، المرجع: لوقا ٢:​ ٤، 15 المرجع: يوحنا ٧:​ ٤٢ .† (ع)"
G0966 	Βηθσαϊδά	Bethsaida	بَيْتِ صَيْدَا	" βηθσαιδά (rec. -σαϊδά)، و -δάν (mt، مرقس، ll. with)، ἡ، indecl. (سير، بيت السمك)، بيت صيدا، بلدة في شمال شرق البلاد. شاطئ بحر الجليل: مرجع: لوقا ٩:​ ١٠. من المفترض عمومًا أن b. الثاني على الشاطئ الغربي يُشار إليه في المرجع: متى ١١:​ ٢١، المرجع: مرقس ٦:​ ٤٥ 8: 22، المرجع: لوقا ١٠:​ ١٣، المرجع: يوحنا 1. :٤٥ ١٢:​٢١ (db, i, 282f.; لكن انظر swete على المرجع: mrk.6:45). __2. 2. βηθζαθά , ἡ, indecl. (perh. aram. בֵּית זַיְתָה, house of olives ) ref: jhn.5:2. .† (مثل)"
G0967 	Βηθφαγή	Bethphage	بَيْتِ فَاجِي	"βηθφαγή (l، -γῆ)، ἡ، indecl. (آرام."
G0986 	Βλάστος	Blastus	لاَسْتُس	" βлάστος , -ου, ὁ, بلاستوس , خادم أجريبا: المرجع: أع.12:20. † (مثل)"
G0993 	Βοανεργές	Boanerges	وَانَرْجِس	" βοανηργές , indecl. (حول الاشتقاق، انظر dalman, gr., 144; words, 42; swete, مرقس., l.with; dcg, i, 216)، boanerges: المرجع: mrk.3:17. † (مثل)"
G1003 	Βοόζ	Boaz	بُوعَز	"βοός و βοές (rv، βοάζ، التوصية βοόζ)، ὁ، indecl. (heb."
G1007 	Βοσόρ, Βεώρ	Beor	صُور	" βοσόρ انظر βεώρ - ὁ، indecl. (heb."
G1042 	γαββαθά	Gabbatha	جَبَّاثَا	" γαββαθα (rec. -θᾶ)، ἡ، indecl.، gabbatha، الترجمة الصوتية اليونانية لكلمة آرامية غير مؤكدة (db، انظر الكلمة؛ dalman، words، 7)، تستخدم كمعادل لـ κιθόστρωτον، رصيف حجري: المرجع: jhn. 19:13. † (مثل)"
G1043 	Γαβριήλ	Gabriel	جِبْرَائِيل	" γαβριήν , ὁ, indecl. (عبرانيين: गặباشرة، بطل الله)، رئيس الملائكة جبرائيل : المرجع: لوقا ١:​ ١٩، 26 .† (ع)"
G1045 	Γάδ	Gad	جَاد	"γάδ، ὁ، indecl. (عبرانيين प्रि)، جاد (المرجع: تك ٣٠:​١١ 49:13 آل.): المرجع: رؤيا ٧:​٥ .† (ع)"
G1046 	Γαδαρηνός	Gadara	الْجِرْجَسِيِّين	" γαδαρηνός , -ή, -όν (γαδαρά, جادارا، عاصمة بيريا)، جادارين، جادارا: المرجع: mat.8:28 (rec. γεργεσηνῶν)، المرجع: mrk.5:1 , rec. (edd., γερασηνῶν), المرجع: luk.8:26, 37 rec. (إد.، γερασηνῶν).† (ع)"
G1048 	Γάζα	Gaza	غَزَّة	" γάζα -ης , ἡ (بالعبرية: ʼعب. ἡἐẫ) ، غزة ، في العهد القديم، إحدى المدن الخمس الرئيسية للفلسطينيين: المرجع: أع.8:26. † (مثل)"
G1050G	Γάϊος	Gaius	غَايُس	" γαῖος، -ου، ὁ (γάϊος، rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: المرجع: أع.19:29. __2. من دربة: المرجع: أع.20:4. __3. كورنثوس : المرجع : رو 16 : 23 ، المرجع : ١كو 1 : 14 . __4. الشخص الذي في ep. جو موجه: المرجع: iii جو 1 . † (مثل)"
G1050H	Γάϊος	Gaius	غَايُس	" γαῖος، -ου، ὁ (γάϊος، rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: المرجع: أع.19:29. __2. من دربة: المرجع: أع.20:4. __3. كورنثوس : المرجع : رو 16 : 23 ، المرجع : ١كو 1 : 14 . __4. الشخص الذي في ep. جو موجه: المرجع: iii جو 1 . † (مثل)"
G1050I	Γάϊος	Gaius	غَايُس	" γαῖος، -ου، ὁ (γάϊος، rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: المرجع: أع.19:29. __2. من دربة: المرجع: أع.20:4. __3. كورنثوس : المرجع : رو 16 : 23 ، المرجع : ١كو 1 : 14 . __4. الشخص الذي في ep. جو موجه: المرجع: iii جو 1 . † (مثل)"
G1050J	Γάϊος	Gaius	غَايُس	" γαῖος، -ου، ὁ (γάϊος، rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: المرجع: أع.19:29. __2. من دربة: المرجع: أع.20:4. __3. كورنثوس : المرجع : رو 16 : 23 ، المرجع : ١كو 1 : 14 . __4. الشخص الذي في ep. جو موجه: المرجع: iii جو 1 . † (مثل)"
G1052 	Γαλάτης	Galatian	الْغَلاَطِيُّون	" γαлάτης , -ου, ὁ (في الأصل متزامن مع cl. κέлτης; راجع المرجع: 1م.8:2، وانظر الكلمة التالية)، غلاطية: المرجع: غلاطية ٣:​١. † (مثل)"
G1053 	Γαλατία	Galatia	غَلاَطِيَّة	" γαлατία , -ας, ἡ, غلاطية ; __1. منطقة غير يهودية في آسيا الصغرى، استوطنها الغال (iii/bc). __2. مقاطعة رومانية شملت هذه المنطقة (db , ii, 85ff.): المرجع: ١كو.16:1 , المرجع: gal.1:2 , المرجع: ٢تي.4:10 (t, tr., mg., γανηίαν) , المرجع: 1بط1:1. † (مثل)"
G1054 	Γαλατικός	Galatia	غَلاَطِيَّة	"γαлατικός , -ή, -όν (أنظر الكلمة السابقة)، غلاطية، تابعة لغلاطية: المرجع: أع.16:٦ ١٨:​٢٣ .† (ع)"
G1056G	Γαλιλαία	Galilee	الْجَلِيل	" γαлιлαία , -ας, ἡ (بالعبرية: ἡ ἡक्ति, الدائرة, المنطقة ), الجليل , اسم المنطقة الشمالية من فلسطين في زمن العهد الجديد: γ. τῶν ἐθνῶν، المرجع: mat.4:15 (lxx)؛ θάлασσα τῆς γ.، المرجع: متى ١٥:​ ٢٩ (راجع المرجع: يوحنا ٦:​ ١). (مثل)"
G1056H	Γαλιλαία	(Sea of) Galilee	الْجَلِيل	" γαлιлαία , -ας, ἡ (بالعبرية: ἡ ἡक्ति, الدائرة, المنطقة ), الجليل , اسم المنطقة الشمالية من فلسطين في زمن العهد الجديد: γ. τῶν ἐθνῶν، المرجع: mat.4:15 (lxx)؛ θάлασσα τῆς γ.، المرجع: متى ١٥:​ ٢٩ (راجع المرجع: يوحنا ٦:​ ١). (مثل)"
G1057 	Γαλιλαῖος	Galilean	الْجَلِيلِيّ	" γαία, -αῖον, الجليل : المرجع: متى ٢٦:​٦٩ , المرجع: مرقس ١٤:​٧٠ , المرجع: لوقا ١٣:​١, ٢ ٢٢:​٥٩, 23:6 , المرجع: يوحنا ٤:​٤٥ , المرجع: أعمال ١:​١١ 2:٧ ٥:​٣٧ .† (ع)"
G1058 	Γαλλίων	Gallio	غَالِيُون	"γανος, -ωνος, ὁ, جاليو , والي أخائية: المرجع: أع.18:12, 14 17 .† (ع)"
G1059 	Γαμαλιήλ	Gamaliel	غَمَالاَئِيل	" γαμαлιήο , ὁ (عبرانيين गे구), غمالائيل الأكبر، فريسي ومعلم الناموس: المرجع: أع.5:٣٤ ٢٢:​٣ .† (ع)"
G1066 	Γεδεών	Gideon	جِدْعُون	" γεδεών , ὁ, indecl. في lxx وnt، في flj، ant. , انظر 6 و 3 و 4 – ῶνος (عبرانيين गे꼤dباشر, جدعون (jdg.6-8): المرجع: heb.11:32 .† (ع)"
G1067 	γέεννα	hell: Gehenna	جَهَنَّم	"γέεννα (γέενα، المرجع: mrk.9:45، rec.)، -ης، ἡ (perh. من خلال aram. गصلي، من عب. प्रि. प्रिक हेर्नुहोस् ṩẫ, المرجع: jhn .18:16; גֵּי בּנֵי־הִנֹּם, ref: 4ki.23:10; valley of (the son, sons of) lamentaتيon ); [في lxx أقرب نهج إلى γ. هو γαίεννα، المرجع: يش18:16 (γαὶ ὀννόμ، أ)، في مكان آخر φάραγξ ὀνόμ (المرجع: يش15:8، آل.)، v. سويتي على المرجع: مرك.9:43 ;] جهنم، وادي غرب وجنوب أورشليم، التي كانت موقعًا لعبادة النار من زمن آحاز، دنسها يوشيا وأصبحت مكبًا لفضلات المدينة. لاحقًا، تم استخدام الاسم كرمز لمكان العقاب المستقبلي، كما في العهد الجديد: المرجع: mat.5:29، المرجع: ; 10:28 , المرجع: مرقس ٩:​٤٣, 45 47 , المرجع: لوقا ١٢:​٥ , المرجع: يعقوب ٣:​٦ ; γ. τ. πυρός, المرجع: mat.5:٢٢ ١٨:​١٩ , غالبا. مع المرجع. لنيران مولوخ (db، ii، 119b)؛ υἱὸς γεέννης, المرجع: mat.23:15; κρίσις γεέννης، 23:33.† (ع)"
