Strong's #	,Grk/Heb	English	SVD	Text
G0745 	Ἀρχέλαος	Archelaus	أَرْخِيلاَوُس	Ἀρχέαος , -ου, ὁ أرخيلاوس، ابن هيرودس الكبير، ملك يهوذا والسامرة وإدوميا: راجع: مت ٢:​٢٢.
G0751 	Ἄρχιππος	Archippus	أَرْخِبُّس	Ἄρχιππος , -ου, ὁ Archippus : راجع: كو ٤:​١٧ , Phm 2.
G0760 	Ἀσά	Asaph	آسَا	Ἀσάφ، ὁ  (بالعبرية Ἀσά)، [ح609] آساف، وهو خطأ واضح لـ Ἀσά، موجود في أفضل النصوص، واعتمده LTTr. و WH, R, mg.: راجع: مت ١:​٧-8.
G0768 	Ἀσήρ	Asher	أَشِير	Ἀσήρ , ὁ  (بالعبرية Ảẫẫ)، أشير : راجع: لو ٢:​٣٦، راجع: رؤ ٧:​٦ .
G0773 	Ἀσία	Asia	أَسِيَّا	Ἀσία , -ας, ἡ آسيا، المقاطعة الرومانية : راجع: أع ٢:​٩ ٦:​٩ ١٦:​٦ ١٩:​١, 10 19:22, 26 (M, Pr., 73), راجع: أع ١٩:​٢٧ راجع: أع ٢٠:​٤, 16 20:18 21:27 24:18 27:2 , راجع: رو ١٦:​٥ , راجع: ١كو ١٦:​١٩ , راجع: ٢كو ١:​٨ , راجع: 2Ti .1:15 , راجع: ١بط ١:​١ , راجع: رؤ ١:​٤ .
G0774 	Ἀσιανός	Asian	أَهْلِ أَسِيَّا	Ἀσιαός , -ή, -όν آسيوي، من آسيا، آسيوي؛ كما هو فرعي، ὁ (οἱ) Ἀ.: راجع: أع ٢٠:​٤.
G0775 	Ἀσιάρχης	Asiarch	جُوهِ أَسِيَّا	Ἀσιάρχης , -ου, ὁ آسيارش، واحد من عشرة مسؤولين منتخبين من قبل مدن مختلفة في مقاطعة آسيا والذين كان من واجبهم الاحتفال على نفقتهم الخاصة بالألعاب العامة والمهرجانات : راجع: أع ١٩:​٣١ (Strab., Inscr.; DB، انظر الكلمة).
G0789 	Ἄσσος	Assos	أَسُّوس	Ἄσσος , -ου (أيضًا Ἀσσός, -οῦ), ή Assos، مدينة على الساحل الشرقي لآسيا الصغرى: راجع: أع ٢٠:​١٣-14 (انظر: ἆσσον).
G0799 	Ἀσύγκριτος	Asyncritus	أَسِينْكِرِيتُس	Ἀσύνκριτος (Rec. Ἀσύγκρ.), -ου, ὁ Asyncritus : راجع: رو ١٦:​١٤.
G0825 	Ἀττάλεια	Attalia	أَتَّالِيَة	Ἀττανία (Rec. -άлεια)، -υς، ἡ أتاليا، مدينة بامفيلية: راجع: أع ١٤:​٢٥.
G0828 	Αὔγουστος	Augustus	أُوغُسْطُس	Αὔγουστος , -ου, ὁ (لات.)، أغسطس، الإمبراطور الروماني : راجع: لو ٢:​١ (راجع Σεβαστός؛ وانظر مم، انظر الكلمة).
G0881 	Ἀχάζ	Ahaz	أَحَاز	Ἄχαζ (WH، Ἄχας)، ὁ (بالعبرية: Ἄχαζ)، آحاز : راجع: مت ١:​٩.
G0882 	Ἀχαΐα	Achaia	أَخَائِيَة	Ἀχαία (T, Ἀχαΐα), -ας, ἡ (Bl., § 46, 11) أخائية، المقاطعة الرومانية: راجع: أع ١٨:​١٢, 27 19:21 راجع: رو ١٥:​٢٦ , راجع: ١كو ١٦:​١٥ , راجع: ٢كو ١:​١ ٩:​٢ ١١:​١٠ , راجع: ١تس ١:​٧-8 .
G0883 	Ἀχαϊκός	Achaicus	أَخَائِيكُوس	Ἀχαϊκός , -οῦ, ὁ أخيكوس : راجع: ١كو ١٦:​١٧.
G0885 	Ἀχείμ	Achim	أَخِيم	Ἀχείμ , ὁ أخيم : راجع: مت ١:​١٤.
G0896 	Βάαλ	Baal	بَعْل	Βάακ (Rec. βαάρ)، ὁ، ἡ،  (Heb. בַּעַל, lord ), Baal : راجع رو ١١:​٤ (الترجمة السبعينية). المرأة. فن. here agrees with the usage of الترجمة السبعينية, where, following a similar Hebrew practice (בֹּשֶׁת for בַּעַל), αἰσχύνη appears to have been substituted in reading for the written Βάαλ (cf. راجع ١مل ١٨:​١٩ ), and to account for the الاستخدام المتكرر للفم. فن. بيف. Β. الاستخدام، مع ذلك، ليس عامًا، وفي المقطع المذكور في رو (راجع: ١مل ١٩:​١٨)، يقرأ الترجمة السبعينية τῷ Β.
G0897 	Βαβυλών	Babylon	بَابِل	Βαβυλών , -ῶνος, ἡ (בָּבֶל, Heb. form of Assyr. Bab-ili, Gate of God ), Babylon : راجع مت ١:​١١, 12 17 , راجع أع ٧:​٤٣ (الترجمة السبعينية) ; symbolically , من روما : راجع: رؤ ١٤:​٨ 16: 19 17: 5 18: 2، 10، 21، وربما أيضًا راجع: ١بط ٥:​١٣.
G0903 	Βαλαάμ	Balaam	بَلْعَام	Βαлαάμ , ὁ,  (Heb. בִּלְעָם), as in الترجمة السبعينية (FlJ has ὁ βάλαμος); بلعام (عدد 22-24): راجع: ٢بط ٢:​١٥، راجع: يو 11، راجع: رؤ ٢:​١٤ .
G0904 	Βαλάκ	Balak	الاَق	Βαлάκ , ὁ,  (بالعبرية: balak) ؛ (راجع: عد ٢٢:​٢): راجع: رؤ ٢:​١٤ .
G0912 	Βαραββᾶς	Barabbas	بَارَابَاس	βαραββᾶᾶ ، -ᾶ ، ὁ (Aram. .١٥:٧، ١١ ١٥، راجع: لو ٢٣:​١٨، راجع: يو ١٨:​٤٠. (في راجع: مت ٢٧:​١٦، بعض المخطوطات تقرأ Ἰησοῦν Β.؛ انظر WH، التطبيق، 19f.).
G0913 	Βαράκ	Barak	بَارَاق	Βαράκ , ὁ,  (Heb. בָּרָק), Barak ( راجع قض ٤:​٦ ): راجع عب ١١:​٣٢ .
G0914 	Βαραχίας	Barachiah	رَخِيَّا	Βαραχίας , -ου, ὁ (Heb. בֶּרֶכְיָה), Barachiah : راجع مت ٢٣:​٣٥ , see: Ζαχαρίας.
G0918 	Βαρθολομαῖος	Bartholomew	بَرْثُولَمَاوُس	βαρθολομαῖος ، -ο ، ὁ (aram. 14، راجع: أع ١:​١٣ .
G0919 	Βαριησοῦς	Bar-Jesus	ارْيَشُوع	βαρι-ton-to ،-ῦ ، ὁ (Aram.
G0920 	Βαριωνᾶς	Bar-Jonah	نَ يُونَا	βαριωνᾶς ، βαριωνᾶ ، -ᾶ ، ὁ (Aram.
G0923G	Βαρσαβᾶς	Barsabbas	ارْسَابَا	Βαρσαββᾶς (Rec. -αβᾶς)، -ᾶ (آرام، ابن سابا)، برسابا : __1. لقب أحد يوسف : راجع: أع ١:​٢٣. __2. لقب أحد يهوذا : راجع: أع ١٥:​٢٢.
G0923H	Βαρσαβᾶς	Barsabbas	ارْسَابَا	Βαρσαββᾶς (Rec. -αβᾶς)، -ᾶ (آرام، ابن سابا)، برسابا : __1. لقب أحد يوسف : راجع: أع ١:​٢٣. __2. لقب أحد يهوذا : راجع: أع ١٥:​٢٢.
G0924 	Βαρτιμαῖος	Bartimaeus	كَانَ بَارْتِيمَاوُس	βαρτίμαιος ، -ου ، ὁ (-μαῖος ، t ؛ perh. aram.
G0954 	Βεελζεβούλ	Beelzebul	بَعْلَزَبُول	Βεερισσότερα (WH, App., 159, Rec., βεεκζεβούο), ὁ,  (heb. . يأتي AV وRV وBeelzebub عبر Vg. من راجع: ٢مل ١:​٢ , balzebul, بعلزبول, بعلزبول, اسم الشيطان: راجع: مت ١٠:​٢٥ ١٢:​٢٤, 27 راجع: مر ٣:​٢٢، راجع: لو ١١:​١٥، 18 19 .
G0955 	Βελίαλ	Belial	بَلِيعَال	Βεлίαл , ὁ,  (heb. انظر الكلمة التالية.† Βεлιάρ , ὁ,  (شكل آخر من أشكال الكلمة السابقة ، بسبب النطق السريع القاسي، وإلا عبرب. .
G0958 	Βενιαμίν	Benjamin	بِنْيَامِين	Βενιαμίν , (Rec. -μίν), ὁ,  (HEB.
G0959 	Βερνίκη	Bernice	بَرْنِيكِي	Βερνίκη (في مكان آخر Βερενίκη)، الشكل المقدوني لـ Φερενίκη، راجع. فيرونيكا، فيكتوريا )، -ης، ἡ، برنيس، برنيس، داو. هيرودس أغريباس الأول: راجع: أع ٢٥:​١٣، 23 26: 3
G0960 	Βέροια	Berea	يرِيَّة	Βέροια , -ας, ἡ, Berœa , مدينة مقدونيا: راجع: أع ١٧:​١٠, 13 .
G0961 	Βεροιαῖος	Berean	الْبِيرِيّ	Βεροιαῖος , -α, -ον, Berœan : راجع: أع ٢٠:​٤.
G0963 	Βηθανία	Bethany	يْتُ عَنْيَا	βηθανία ، ας (أيضًا - - بيره، بيت التمر، راجع بيت فاجي)، بيت عنيا؛ __1. قرية على بعد خمسة عشر غلوة من القدس العزيرية الحديثة : راجع: مت ٢١:​١٧ ٢٦:​٦ , راجع: مر ٨:​٢٢ (WH, mg.) 11:1, 11, 12 14:3 راجع: لو ١٩:​٢٩ ٢٤:​٥٠، راجع: يو ١١:​١، 18 12: 1. __2. مكان على الضفة الشرقية للأردن: راجع: يو ١:​٢٨ (ر، ملغ، Βηθαβαρά، التي ترى).
G0964 	Βηθζαθά	Bethesda	يْتُ حِسْدَا	Βηθεσδά، ἡ،  (مشتق. غير مؤكد، انظر Westc. في راجع: يو ٥:​٢، و DB، ط، ٢٧٩)، بيثيسدا، بركة في أورشليم: راجع: يو ٥:​٢، التوصية. (Βηθζαθά، WH، Βηθσαϊδά، WH، mg.).
G0965 	Βηθλεέμ	Bethlehem	بَيْتِ لَحْم	Βηθлέεμ، ἡ،  (Heb. בֵּית לֶחֶם, house of bread ), Bethlehem , a town 6 m. جنوب أورشليم: راجع: مت ٢:​١، 5 6، 8، 16، راجع: لو ٢:​٤، 15 راجع: يو ٧:​٤٢ .
G0966 	Βηθσαϊδά	Bethsaida	بَيْتِ صَيْدَا	Βηθσαιδά (Rec. -σαϊδά)، و -δάν (Mt، Mk، ll. with)، ἡ،  (سير، بيت السمك)، بيت صيدا، بلدة في شمال شرق البلاد. شاطئ بحر الجليل: راجع: لو ٩:​١٠. من المفترض عمومًا أن B. الثاني على الشاطئ الغربي يُشار إليه في راجع: مت ١١:​٢١، راجع: مر ٦:​٤٥ 8: 22، راجع: لو ١٠:​١٣، راجع: يوحنا 1. :45 12:21 (DB, i, 282f.; لكن انظر Swete على راجع: مر ٦:​٤٥). __2. 2. Βηθζαθά , ἡ,  (perh. Aram. בֵּית זַיְתָה, house of olives ) راجع يو ٥:​٢. .
G0967 	Βηθφαγή	Bethphage	بَيْتِ فَاجِي	Βηθφαγή (L، -γῆ)، ἡ،  (آرام.
G0986 	Βλάστος	Blastus	لاَسْتُس	Βлάστος , -ου, ὁ, بلاستوس , خادم أجريبا: راجع: أع ١٢:​٢٠.
G0993 	Βοανεργές	Boanerges	وَانَرْجِس	Βοανηργές ,  (حول الاشتقاق، انظر Dalman, Gr., 144; Words, 42; Swete, Mk., l.with; DCG, i, 216)، Boanerges: راجع: مر ٣:​١٧.
G1003 	Βοόζ	Boaz	بُوعَز	Βοός و Βοές (RV، Βοάζ، التوصية Βοόζ)، ὁ،  (heb.
G1007 	Βοσόρ, Βεώρ	Beor	صُور	Βοσόρ انظر Βεώρ - ὁ،  (heb.
G1042 	γαββαθά	Gabbatha	جَبَّاثَا	Γαββαθα (Rec. -θᾶ)، ἡ، ، Gabbatha، الترجمة الصوتية اليونانية لكلمة آرامية غير مؤكدة (DB، انظر الكلمة؛ Dalman، Words، 7)، تستخدم كمعادل لـ κιθόστρωτον، رصيف حجري: راجع: يو ١٩:​١٣.
G1043 	Γαβριήλ	Gabriel	جِبْرَائِيل	Γαβριήν , ὁ,  (بالعبرية: गặباشرة، بطل الله)، رئيس الملائكة جبرائيل : راجع: لو ١:​١٩، 26 .
G1045 	Γάδ	Gad	جَاد	Γάδ، ὁ،  (بالعبرية प्रि)، جاد (راجع: تك ٣٠:​١١ ٤٩:​١٣ آل.): راجع: رؤ ٧:​٥ .
G1046 	Γαδαρηνός	Gadara	الْجِرْجَسِيِّين	Γαδαρηνός , -ή, -όν (Γαδαρά, جادارا، عاصمة بيريا)، جادارين، جادارا: راجع: مت ٨:​٢٨ (Rec. Γεργεσηνῶν)، راجع: مر ٥:​١ , Rec. (Edd., Γερασηνῶν), راجع: لو ٨:​٢٦, 37 Rec. (إد.، Γερασηνῶν).
G1048 	Γάζα	Gaza	غَزَّة	Γάζα -ης , ἡ (بالعبرية: ʼعب. ἡἐẫ) ، غزة ، في العهد القديم، إحدى المدن الخمس الرئيسية للفلسطينيين: راجع: أع ٨:​٢٦.
G1050G	Γάϊος	Gaius	غَايُس	Γαῖος، -ου، ὁ (Γάϊος، Rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: راجع: أع ١٩:​٢٩. __2. من دربة: راجع: أع ٢٠:​٤. __3. كورنثوس : راجع : رو ١٦:​٢٣ ، راجع : ١كو ١:​١٤ . __4. الشخص الذي في Ep. جو موجه: راجع: 3جو 1 .
G1050H	Γάϊος	Gaius	غَايُس	Γαῖος، -ου، ὁ (Γάϊος، Rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: راجع: أع ١٩:​٢٩. __2. من دربة: راجع: أع ٢٠:​٤. __3. كورنثوس : راجع : رو ١٦:​٢٣ ، راجع : ١كو ١:​١٤ . __4. الشخص الذي في Ep. جو موجه: راجع: 3جو 1 .
G1050I	Γάϊος	Gaius	غَايُس	Γαῖος، -ου، ὁ (Γάϊος، Rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: راجع: أع ١٩:​٢٩. __2. من دربة: راجع: أع ٢٠:​٤. __3. كورنثوس : راجع : رو ١٦:​٢٣ ، راجع : ١كو ١:​١٤ . __4. الشخص الذي في Ep. جو موجه: راجع: 3جو 1 .
G1050J	Γάϊος	Gaius	غَايُس	Γαῖος، -ου، ὁ (Γάϊος، Rec.)، جايوس، اسم مسيحي؛ __1. مقدونيا: راجع: أع ١٩:​٢٩. __2. من دربة: راجع: أع ٢٠:​٤. __3. كورنثوس : راجع : رو ١٦:​٢٣ ، راجع : ١كو ١:​١٤ . __4. الشخص الذي في Ep. جو موجه: راجع: 3جو 1 .
G1052 	Γαλάτης	Galatian	الْغَلاَطِيُّون	Γαлάτης , -ου, ὁ (في الأصل متزامن مع cl. Κέлτης; راجع راجع: 1م.8:2، وانظر الكلمة التالية)، غلاطية: راجع: غل ٣:​١.
G1053 	Γαλατία	Galatia	غَلاَطِيَّة	Γαлατία , -ας, ἡ, غلاطية ; __1. منطقة غير يهودية في آسيا الصغرى، استوطنها الغال (iii/BC). __2. مقاطعة رومانية شملت هذه المنطقة (DB , ii, 85ff.): راجع: ١كو ١٦:​١ , راجع: غل ١:​٢ , راجع: ٢تي ٤:​١٠ (T, Tr., mg., Γανηίαν) , راجع: ١بط ١:​١.
G1054 	Γαλατικός	Galatia	غَلاَطِيَّة	Γαлατικός , -ή, -όν (أنظر الكلمة السابقة)، غلاطية، تابعة لغلاطية: راجع: أع ١٦:​٦ ١٨:​٢٣ .
G1056G	Γαλιλαία	Galilee	الْجَلِيل	Γαлιлαία , -ας, ἡ (بالعبرية: ἡ ἡक्ति, الدائرة, المنطقة ), الجليل , اسم المنطقة الشمالية من فلسطين في زمن العهد الجديد: Γ. τῶν ἐθνῶν، راجع: مت ٤:​١٥ (الترجمة السبعينية)؛ θάлασσα τῆς Γ.، راجع: مت ١٥:​٢٩ (راجع راجع: يو ٦:​١).
G1056H	Γαλιλαία	(Sea of) Galilee	الْجَلِيل	Γαлιлαία , -ας, ἡ (بالعبرية: ἡ ἡक्ति, الدائرة, المنطقة ), الجليل , اسم المنطقة الشمالية من فلسطين في زمن العهد الجديد: Γ. τῶν ἐθνῶν، راجع: مت ٤:​١٥ (الترجمة السبعينية)؛ θάлασσα τῆς Γ.، راجع: مت ١٥:​٢٩ (راجع راجع: يو ٦:​١).
G1057 	Γαλιλαῖος	Galilean	الْجَلِيلِيّ	Γαία, -αῖον, الجليل : راجع: مت ٢٦:​٦٩ , راجع: مر ١٤:​٧٠ , راجع: لو ١٣:​١, 2 22:59, 23:6 , راجع: يو ٤:​٤٥ , راجع: أع ١:​١١ ٢:​٧ ٥:​٣٧ .
G1058 	Γαλλίων	Gallio	غَالِيُون	Γανος, -ωνος, ὁ, جاليو , والي أخائية: راجع: أع ١٨:​١٢, 14 17 .
G1059 	Γαμαλιήλ	Gamaliel	غَمَالاَئِيل	Γαμαлιήο , ὁ (بالعبرية गे구), غمالائيل الأكبر، فريسي ومعلم الناموس: راجع: أع ٥:​٣٤ ٢٢:​٣ .
G1066 	Γεδεών	Gideon	جِدْعُون	Γεδεών , ὁ,  في الترجمة السبعينية وNT، في FlJ، Ant. , انظر 6 و 3 و 4 – ῶνος (بالعبرية गे꼤Dباشر, جدعون (Jdg.6-8): راجع: عب ١١:​٣٢ .
G1067 	γέεννα	hell: Gehenna	جَهَنَّم	γέεννα (γέενα، راجع: مر ٩:​٤٥، Rec.)، -ης، ἡ (perh. من خلال Aram. गصلي، من عب. प्रि. पहेर्नुहोस् ṩẫ, راجع: Jhn .18:16; גֵּי בּנֵי־הִנֹּם, راجع ٢مل ٢٣:​١٠; valley of (the son, sons of) lamentation ); [في الترجمة السبعينية أقرب نهج إلى γ. هو γαίεννα، راجع: يش ١٨:​١٦ (Γαὶ Ὀννόμ، أ)، في مكان آخر φάραγξ Ὀνόμ (راجع: يش ١٥:​٨، آل.)، V. سويتي على راجع: مر ٩:​٤٣؛] جهنم، وادي غرب وجنوب أورشليم، التي كانت موقعًا لعبادة النار من زمن آحاز، دنسها يوشيا وأصبحت مكبًا لفضلات المدينة. لاحقًا، تم استخدام الاسم كرمز لمكان العقاب المستقبلي، كما في العهد الجديد: راجع: مت ٥:​٢٩، راجع: ; 10:28 , راجع: مر ٩:​٤٣, 45 47 , راجع: لو ١٢:​٥ , راجع: يع ٣:​٦ ; γ. τ. πυρός, راجع: مت ٥:​٢٢ ١٨:​١٩ , غالبا. مع راجع. لنيران مولوخ (DB، ii، 119b)؛ υἱὸς γεέννης, راجع: مت ٢٣:​١٥; κρίσις γεέννης، 23:33.
G1068 	Γεθσημανῆ	Gethsemane	جَثْسَيْمَانِي	Γεθσημασεί (Rec. -νῆ، LTr. -νεῖ)  (بالعبرية: प्रिक वर्नुहोस्، معصرة الزيت)، الجثسيمانية: تسمى في راجع: يو ١٨:​١ a κῆπος، ولكنها مذكورة فقط في راجع: مت ٢٦:​٣٦، راجع: مر ١٤:​٣٢ .
G1082 	Γεννησαρέτ	Gennesaret	جَنِّيسَارَت	γεννησαρέτ (Rec. γενησ ، MK ، L.WITH ؛ TARG. W. شاطئ بحر الجليل؛ ἡ γῆ, راجع: مت ١٤:​٣٤ , راجع: مر ٦:​٥٣ ; ἡ ἡ ἡ Ἧμνη ( иѸmbo क्यђне، а ран , راجع: عد ٣٤:​١١ , في مكان آخر ἡ θάлασσα τ. Γανος, راجع: مر ١:​١٦; ἡ θ. τ. Τιβεριάδος, راجع : يو ٦:​١)، راجع: لو ٥:​١ .
G1086G	Γερασηνός	Gerasene	الْجَدَرِيِّين	Γεργασηνός , -ή, -όν, Gerasene, of Gerasa , وليس G. of Decapolis, 30 م. جنوب شرق البحيرة، ولكن جراسا أو جرجيسا (perh. mod. Kersa ) على الشاطئ الشرقي؛ كبديل. οἱ Γ., راجع مر ٥:​١ , راجع لو ٨:​٢٦, 37 (Γεργεσηνῶν, RV, mg. 1; Γαδαρηνῶν, RV, mg. 2).
G1086H	Γεργεσηνός	Gergasene	الْجَدَرِيِّين	Γεργασηνός , -ή, -όν, Gerasene, of Gerasa , وليس G. of Decapolis, 30 م. جنوب شرق البحيرة، ولكن جراسا أو جرجيسا (perh. mod. Kersa ) على الشاطئ الشرقي؛ كبديل. οἱ Γ., راجع مر ٥:​١ , راجع لو ٨:​٢٦, 37 (Γεργεσηνῶν, RV, mg. 1; Γαδαρηνῶν, RV, mg. 2).
G1115 	Γολγοθᾶ	Golgotha	جُلْجُثَة	Γοлγοθά (Rec. -θᾶ; WH, mg., Γοлγόθ, Jo, l.with, Aram. ग्यэлегја а = عب. гаэнда, гада, الترجمة السبعينية, κρανίον, راجع: قض ٩:​٥٣ , راجع : ٢صم ٩:​٣٥ );  (باستثناء راجع: مر ١٥:​٢٢، -άν)، الجلجثة، مكان الصلب: راجع: مت ٢٧:​٣٣، راجع: مر ١٥:​٢٢، راجع: يو ١٩:​١٧ . )
